Station name,ARDINGLY OUSE GS
Station number,"352835027"
External number,---
River,River Ouse
Operator,---
NGR,TQ3328828283
Easting,"533288"
Northing,"128283"
Parameter-name,FQ [Flow]
Parameter Type,Flow
Time series name,SSD/352835027/FQ/WDay.Mean
Time series unit,m³/s
Time level,Daily
Time series type,Other
Equidistant time series,yes
Time series value distance,1 day
Time series quality,Production
Time series measuring method,---
Period of record in file: 01/01/1980 09:00:00 to 08/01/2021 09:00:00
Quality code description, G = good; E = estimated; S = suspect; U = unchecked; M = missing; C = complete; I = incomplete; Ed = edited; WR = within rating; NR = no rating; EX> = extrapolated upper part; EX< = extrapolated lower part; BL> = beyond upper limit; BL< = beyond lower limit; MH = weir modular (head); NH = weir non modular (head); EH = weir extremely non modular (head); MT = weir modular (tail); NT = weir non modular (tail); ET = weir extremely non modular (tail); MC = weir modular (crest); NC = weir non modular (crest); EC = weir extremely non modular (crest); -H = weir head only; RAS = rastered time stamp; A = apportioned/interpolated; D = dry; SN = snow; T = trace
Time stamp,Value[m³/s],State of value,Interpolation,valid[%],invalid[%],missing[%],Tags,Comments
01/01/1980 09:00:00,0.561,G;C,103,100,0,0
02/01/1980 09:00:00,0.439,G;C,103,100,0,0
03/01/1980 09:00:00,3.01,G;C,103,100,0,0
04/01/1980 09:00:00,2.24,G;C,103,100,0,0
05/01/1980 09:00:00,1.13,G;C,103,100,0,0
06/01/1980 09:00:00,0.892,G;C,103,100,0,0
07/01/1980 09:00:00,0.754,G;C,103,100,0,0
08/01/1980 09:00:00,0.628,G;C,103,100,0,0
09/01/1980 09:00:00,0.454,G;C,103,100,0,0
10/01/1980 09:00:00,0.380,G;C,103,100,0,0
11/01/1980 09:00:00,0.346,G;C,103,100,0,0
12/01/1980 09:00:00,0.327,G;C,103,100,0,0
13/01/1980 09:00:00,0.329,G;C,103,100,0,0
14/01/1980 09:00:00,0.344,G;C,103,100,0,0
15/01/1980 09:00:00,0.309,G;C,103,100,0,0
16/01/1980 09:00:00,0.269,G;C,103,100,0,0
17/01/1980 09:00:00,0.251,G;C,103,100,0,0
18/01/1980 09:00:00,0.240,G;C,103,100,0,0
19/01/1980 09:00:00,0.260,G;C,103,100,0,0
20/01/1980 09:00:00,0.381,G;C,103,100,0,0
21/01/1980 09:00:00,2.72,G;C,103,100,0,0
22/01/1980 09:00:00,0.867,G;C,103,100,0,0
23/01/1980 09:00:00,0.592,G;C,103,100,0,0
24/01/1980 09:00:00,0.451,G;C,103,100,0,0
25/01/1980 09:00:00,0.365,G;C,103,100,0,0
26/01/1980 09:00:00,0.320,G;C,103,100,0,0
27/01/1980 09:00:00,0.296,G;C,103,100,0,0
28/01/1980 09:00:00,0.306,G;C,103,100,0,0
29/01/1980 09:00:00,0.296,G;C,103,100,0,0
30/01/1980 09:00:00,---,M;I,101,0,0,100
31/01/1980 09:00:00,---,M;I,101,0,0,100
01/02/1980 09:00:00,---,M;I,101,0,0,100
02/02/1980 09:00:00,---,M;I,101,0,0,100
03/02/1980 09:00:00,---,M;I,101,0,0,100
04/02/1980 09:00:00,---,M;I,101,0,0,100
05/02/1980 09:00:00,---,M;I,101,0,0,100
06/02/1980 09:00:00,3.19,G;C,103,100,0,0
07/02/1980 09:00:00,1.53,G;C,103,100,0,0
08/02/1980 09:00:00,1.34,G;C,103,100,0,0
09/02/1980 09:00:00,1.00,G;C,103,100,0,0
10/02/1980 09:00:00,0.794,G;C,103,100,0,0
11/02/1980 09:00:00,0.641,G;C,103,100,0,0
12/02/1980 09:00:00,0.575,G;C,103,100,0,0
13/02/1980 09:00:00,0.516,G;C,103,100,0,0
14/02/1980 09:00:00,0.470,G;C,103,100,0,0
15/02/1980 09:00:00,0.479,G;C,103,100,0,0
16/02/1980 09:00:00,0.481,G;C,103,100,0,0
17/02/1980 09:00:00,0.442,G;C,103,100,0,0
18/02/1980 09:00:00,0.413,G;C,103,100,0,0
19/02/1980 09:00:00,0.374,G;C,103,100,0,0
20/02/1980 09:00:00,0.344,G;C,103,100,0,0
21/02/1980 09:00:00,0.328,G;C,103,100,0,0
22/02/1980 09:00:00,1.13,G;C,103,100,0,0
23/02/1980 09:00:00,0.913,G;C,103,100,0,0
24/02/1980 09:00:00,0.677,G;C,103,100,0,0
25/02/1980 09:00:00,0.555,G;C,103,100,0,0
26/02/1980 09:00:00,0.450,G;C,103,100,0,0
27/02/1980 09:00:00,0.397,G;C,103,100,0,0
28/02/1980 09:00:00,0.364,G;C,103,100,0,0
29/02/1980 09:00:00,0.351,G;C,103,100,0,0
01/03/1980 09:00:00,0.325,G;C,103,100,0,0
02/03/1980 09:00:00,0.307,G;C,103,100,0,0
03/03/1980 09:00:00,0.276,G;C,103,100,0,0
04/03/1980 09:00:00,0.267,G;C,103,100,0,0
05/03/1980 09:00:00,0.321,G;C,103,100,0,0
06/03/1980 09:00:00,0.755,G;C,103,100,0,0
07/03/1980 09:00:00,0.735,G;C,103,100,0,0
08/03/1980 09:00:00,0.486,G;C,103,100,0,0
09/03/1980 09:00:00,0.370,G;C,103,100,0,0
10/03/1980 09:00:00,0.553,G;C,103,100,0,0
11/03/1980 09:00:00,0.440,G;C,103,100,0,0
12/03/1980 09:00:00,1.01,G;C,103,100,0,0
13/03/1980 09:00:00,0.656,G;C,103,100,0,0
14/03/1980 09:00:00,0.476,G;C,103,100,0,0
15/03/1980 09:00:00,0.390,G;C,103,100,0,0
16/03/1980 09:00:00,0.376,G;C,103,100,0,0
17/03/1980 09:00:00,0.847,G;C,103,100,0,0
18/03/1980 09:00:00,1.59,G;C,103,100,0,0
19/03/1980 09:00:00,0.730,G;C,103,100,0,0
20/03/1980 09:00:00,0.548,G;C,103,100,0,0
21/03/1980 09:00:00,0.464,G;C,103,100,0,0
22/03/1980 09:00:00,0.388,G;C,103,100,0,0
23/03/1980 09:00:00,0.362,G;C,103,100,0,0
24/03/1980 09:00:00,0.405,G;C,103,100,0,0
25/03/1980 09:00:00,0.399,G;C,103,100,0,0
26/03/1980 09:00:00,0.787,G;C,103,100,0,0
27/03/1980 09:00:00,1.33,G;C,103,100,0,0
28/03/1980 09:00:00,2.10,G;C,103,100,0,0
29/03/1980 09:00:00,1.05,G;C,103,100,0,0
30/03/1980 09:00:00,0.687,G;C,103,100,0,0
31/03/1980 09:00:00,0.982,G;C,103,100,0,0
01/04/1980 09:00:00,1.91,G;C,103,100,0,0
02/04/1980 09:00:00,1.03,G;C,103,100,0,0
03/04/1980 09:00:00,0.692,G;C,103,100,0,0
04/04/1980 09:00:00,0.570,G;C,103,100,0,0
05/04/1980 09:00:00,0.493,G;C,103,100,0,0
06/04/1980 09:00:00,0.446,G;C,103,100,0,0
07/04/1980 09:00:00,0.417,G;C,103,100,0,0
